DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2067777
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Arrival,Domestic,Charter,799
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Arrival,Domestic,Charter,1003
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1522862
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Departure,International,Charter,43
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Departure,International,Charter,154
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1991728
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Arrival,Domestic,Commuter,131472
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Arrival,International,Commuter,0
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Departure,Domestic,Charter,56
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2567103
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Departure,Domestic,Commuter,76578
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,616318
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Arrival,International,Charter,1138
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,754459
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Arrival,International,Charter,6
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Departure,Domestic,Commuter,19783
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Departure,International,Commuter,1589
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Departure,Domestic,Charter,764
04/08/2020 09:58:08 AM,02/01/2020 12:00:00 AM,Arrival,International,Scheduled Carriers,790475
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1567031
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Arrival,International,Scheduled Carriers,598236
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Departure,Domestic,Charter,92
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Arrival,International,Charter,3
04/18/2018 03:12:41 PM,03/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2531362
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,259172
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,707146
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Departure,Domestic,Commuter,24085
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2487105
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Arrival,International,Charter,4
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Departure,Domestic,Charter,404
10/29/2018 10:20:51 AM,09/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,1036963
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Arrival,Domestic,Commuter,160948
03/22/2019 10:49:20 AM,01/01/2018 12:00:00 AM,Arrival,International,Scheduled Carriers,1078421
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1977318
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Departure,International,Commuter,5591
08/23/2019 03:41:00 PM,07/01/2019 12:00:00 AM,Arrival,Domestic,Charter,312
03/22/2019 10:49:20 AM,01/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1001623
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Departure,Domestic,Commuter,136486
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2304599
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Departure,International,Charter,103
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,630725
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Departure,International,Charter,374
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Arrival,Domestic,Commuter,75819
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1676605
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2393019
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Departure,International,Commuter,1531
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Departure,Domestic,Charter,212
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Departure,Domestic,Commuter,136259
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2222106
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,665591
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Departure,Domestic,Charter,1601
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Arrival,Domestic,Charter,11
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1803655
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Departure,Domestic,Commuter,151870
06/29/2020 07:20:39 AM,05/01/2020 12:00:00 AM,Arrival,International,Charter,65
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Arrival,Domestic,Commuter,151408
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,43512
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Arrival,International,Commuter,4066
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2408764
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Departure,Domestic,Commuter,154475
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,633698
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,849387
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,0
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,675389
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Arrival,International,Commuter,4087
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1674668
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Departure,Domestic,Charter,4222
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Arrival,International,Charter,223
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Arrival,International,Charter,551
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1704934
03/01/2019 11:09:59 AM,01/01/2019 12:00:00 AM,Departure,Domestic,Charter,2465
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,154998
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Arrival,International,Charter,462
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Arrival,International,Charter,359
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Departure,International,Charter,4
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2628790
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Arrival,Domestic,Commuter,165183
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Departure,International,Scheduled Carriers,710367
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Arrival,International,Commuter,1206
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Departure,International,Scheduled Carriers,773930
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1895660
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Departure,Domestic,Charter,611
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Arrival,Domestic,Commuter,71
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2362507
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Departure,Domestic,Charter,942
04/18/2018 03:12:41 PM,02/01/2017 12:00:00 AM,Arrival,International,Charter,10
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Arrival,Domestic,Charter,749
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1688540
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Arrival,International,Charter,165
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Departure,Domestic,Charter,516
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Departure,Domestic,Charter,1178
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,567420
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2134665
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,723460
04/08/2020 09:58:08 AM,02/01/2020 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2130094
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Departure,Domestic,Commuter,19299
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,706707
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,73670
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,687346
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Arrival,International,Commuter,4742
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1671699
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Arrival,International,Charter,794
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Departure,Domestic,Charter,1273
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2791163
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Departure,International,Charter,544
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2184463
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,25327
04/18/2018 03:12:41 PM,03/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2285936
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1563658
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Arrival,International,Charter,235
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2102847
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Departure,Domestic,Commuter,20698
10/29/2018 10:20:51 AM,04/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,1038980
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,896081
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Departure,International,Commuter,4447
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,607080
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Arrival,Domestic,Commuter,139831
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,846512
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1937884
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Departure,Domestic,Commuter,56
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,516641
01/30/2019 07:34:09 AM,11/01/2018 12:00:00 AM,Departure,Domestic,Charter,567
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Arrival,Domestic,Charter,1264
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Departure,Domestic,Charter,349
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,561302
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Departure,International,Scheduled Carriers,587064
04/02/2019 02:27:54 PM,12/01/2018 12:00:00 AM,Arrival,International,Scheduled Carriers,992422
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Arrival,International,Commuter,4147
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2533821
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Departure,International,Charter,465
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Arrival,International,Charter,530
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Arrival,International,Commuter,4467
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Departure,Domestic,Commuter,131824
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Arrival,International,Commuter,884
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2673953
04/18/2018 03:12:41 PM,03/01/2010 12:00:00 AM,Departure,Domestic,Commuter,50950
04/29/2019 01:10:30 PM,03/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1042004
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Arrival,Domestic,Commuter,787
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Departure,Domestic,Charter,181
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Departure,Domestic,Charter,446
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,23784
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,668451
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Arrival,International,Charter,431
03/03/2021 10:48:12 AM,01/01/2021 12:00:00 AM,Arrival,Domestic,Charter,304
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Departure,International,Commuter,5721
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2675436
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,69912
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Departure,Domestic,Charter,381
10/29/2018 10:20:51 AM,11/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,933478
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Arrival,International,Charter,16
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Arrival,International,Commuter,3990
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,812282
04/18/2018 03:12:41 PM,02/01/2008 12:00:00 AM,Arrival,Domestic,Charter,591
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,766253
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Arrival,Domestic,Charter,438
04/18/2018 03:12:41 PM,02/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1720769
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Arrival,Domestic,Charter,790
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Departure,International,Charter,9
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Departure,Domestic,Charter,1395
04/18/2018 03:12:41 PM,07/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,838755
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,577394
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,698280
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Arrival,Domestic,Charter,725
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Departure,International,Charter,2
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Arrival,International,Charter,14
04/18/2018 03:12:41 PM,10/01/2017 12:00:00 AM,Departure,Domestic,Charter,1328
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Arrival,Domestic,Commuter,27490
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2801217
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Departure,International,Charter,53
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,569516
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1525878
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Departure,Domestic,Scheduled Carriers,665371
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Departure,Domestic,Commuter,155248
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Arrival,International,Charter,532
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2828776
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Departure,Domestic,Charter,124
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Arrival,International,Scheduled Carriers,52601
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Arrival,International,Charter,241
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Departure,Domestic,Commuter,125403
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2195318
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Arrival,Domestic,Charter,755
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Arrival,Domestic,Charter,4205
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Arrival,International,Charter,598
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Departure,Domestic,Charter,1143
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Arrival,Domestic,Charter,108
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Arrival,Domestic,Commuter,162122
04/18/2018 03:12:41 PM,03/01/2012 12:00:00 AM,Arrival,International,Charter,72
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1425145
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Arrival,Domestic,Charter,546
05/04/2020 06:39:48 AM,02/01/2020 12:00:00 AM,Arrival,Domestic,Charter,740
04/18/2018 03:12:41 PM,02/01/2015 12:00:00 AM,Departure,Domestic,Charter,523
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Arrival,Domestic,Charter,762
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,02/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1385488
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Departure,Domestic,Charter,533
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Departure,Domestic,Commuter,29221
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Arrival,International,Charter,216
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Departure,Domestic,Commuter,77983
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1728624
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Arrival,Domestic,Charter,407
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2337694
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Arrival,International,Charter,124
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Arrival,Domestic,Charter,2748
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,741343
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Departure,International,Scheduled Carriers,1018530
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Departure,Domestic,Charter,3254
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Departure,Domestic,Commuter,65819
04/18/2018 03:12:41 PM,12/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,136373
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Departure,Domestic,Charter,2075
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Departure,Domestic,Charter,372
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Arrival,International,Charter,21
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,718536
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Arrival,Domestic,Charter,216
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1151435
08/27/2020 07:15:54 AM,07/01/2020 12:00:00 AM,Arrival,Domestic,Charter,455
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Arrival,Domestic,Commuter,1175
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Departure,International,Scheduled Carriers,687105
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Arrival,International,Charter,1009
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,872242
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Departure,Domestic,Charter,366
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Arrival,Domestic,Charter,91
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Arrival,Domestic,Charter,1156
04/18/2018 03:12:41 PM,10/01/2012 12:00:00 AM,Arrival,International,Charter,59
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Departure,International,Charter,140
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2165893
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,Domestic,Charter,655
08/03/2020 07:35:04 AM,06/01/2020 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,449877
04/18/2018 03:12:41 PM,08/01/2017 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2715435
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Arrival,International,Charter,310
04/18/2018 03:12:41 PM,09/01/2006 12:00:00 AM,Arrival,Domestic,Commuter,162552
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Departure,Domestic,Charter,57
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Departure,International,Charter,404
04/18/2018 03:12:41 PM,01/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,682305
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Departure,International,Commuter,4707
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Arrival,International,Commuter,4503
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Arrival,Domestic,Commuter,1460
04/18/2018 03:12:41 PM,08/01/2009 12:00:00 AM,Departure,International,Charter,741
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Arrival,Domestic,Commuter,172403
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2367652
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,708299
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Departure,International,Charter,50
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Departure,International,Charter,67
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,140300
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Departure,International,Commuter,4599
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2150602
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1664977
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,593951
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Arrival,Domestic,Charter,356
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Departure,Domestic,Commuter,42734
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,722785
04/18/2018 03:12:41 PM,12/01/2013 12:00:00 AM,Departure,International,Charter,176
04/18/2018 03:12:41 PM,04/01/2015 12:00:00 AM,Arrival,Domestic,Commuter,118
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1265736
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Arrival,International,Charter,647
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Arrival,Domestic,Charter,1708
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Arrival,International,Commuter,0
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Arrival,Domestic,Charter,422
04/18/2018 03:12:41 PM,07/01/2016 12:00:00 AM,Arrival,International,Charter,311
04/18/2018 03:12:41 PM,12/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,653578
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Departure,Domestic,Charter,492
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1673505
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Arrival,Domestic,Commuter,23900
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Departure,Domestic,Commuter,146753
04/18/2018 03:12:41 PM,06/01/2017 12:00:00 AM,Arrival,International,Charter,6
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Departure,International,Charter,396
04/18/2018 03:12:41 PM,12/01/2014 12:00:00 AM,Arrival,International,Charter,152
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Departure,International,Charter,1223
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Departure,Domestic,Charter,225
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Arrival,International,Commuter,3572
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Arrival,Domestic,Charter,223
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Arrival,International,Charter,11
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Departure,International,Commuter,2898
