DataExtractDate,ReportPeriod,Arrival_Departure,Domestic_International,FlightType,Passenger_Count
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,631759
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2168549
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Departure,Domestic,Charter,1554
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Departure,International,Scheduled Carriers,722116
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2033398
04/18/2018 03:12:41 PM,01/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2288824
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Departure,International,Charter,103
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Arrival,Domestic,Charter,1036
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Departure,International,Charter,464
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Departure,International,Charter,0
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Departure,International,Commuter,4776
11/25/2018 11:40:39 AM,10/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2551287
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Arrival,Domestic,Commuter,27030
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Arrival,Domestic,Charter,480
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Arrival,Domestic,Charter,639
04/18/2018 03:12:41 PM,05/01/2016 12:00:00 AM,Arrival,Domestic,Charter,88
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Departure,International,Charter,428
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Arrival,International,Commuter,5377
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Arrival,Domestic,Commuter,25449
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Departure,Domestic,Charter,144
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,648018
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Departure,International,Charter,8
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1910828
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1520352
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1729185
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1593079
03/22/2019 10:49:20 AM,01/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2312325
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,596052
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,713486
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,558794
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2690294
07/11/2018 02:24:22 PM,05/01/2018 12:00:00 AM,Departure,Domestic,Charter,101
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Departure,Domestic,Charter,5
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Departure,Domestic,Commuter,163622
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1657818
09/27/2019 07:57:24 AM,08/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1180374
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Departure,Domestic,Charter,751
04/18/2018 03:12:41 PM,03/01/2013 12:00:00 AM,Departure,International,Charter,77
04/18/2018 03:12:41 PM,05/01/2007 12:00:00 AM,Departure,International,Charter,259
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Departure,Domestic,Charter,966
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,International,Commuter,5057
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Arrival,International,Charter,135
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,656826
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Arrival,Domestic,Charter,463
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,637943
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2600871
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Arrival,International,Charter,145
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Departure,Domestic,Charter,423
04/18/2018 03:12:41 PM,12/01/2011 12:00:00 AM,Arrival,International,Charter,271
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Departure,International,Commuter,5655
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Arrival,Domestic,Charter,760
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Arrival,International,Charter,381
04/18/2018 03:12:41 PM,11/01/2013 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1830380
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Departure,Domestic,Charter,177
04/29/2019 01:10:30 PM,02/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2149661
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Arrival,Domestic,Charter,4994
04/18/2018 03:12:41 PM,04/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1652647
04/18/2018 03:12:41 PM,12/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,692281
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,157727
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Departure,Domestic,Commuter,107582
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Departure,Domestic,Charter,1619
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2128484
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Arrival,International,Scheduled Carriers,697343
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1588433
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Arrival,Domestic,Commuter,156909
06/24/2019 01:17:06 PM,05/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2714482
04/18/2018 03:12:41 PM,01/01/2010 12:00:00 AM,Departure,International,Commuter,0
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Arrival,International,Scheduled Carriers,19246
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,781270
04/18/2018 03:12:41 PM,09/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1446998
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Departure,International,Charter,470
04/18/2018 03:12:41 PM,11/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1988905
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Departure,Domestic,Commuter,121424
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,68369
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Departure,Domestic,Charter,339
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Arrival,International,Charter,321
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1553617
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2134426
04/18/2018 03:12:41 PM,09/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,720211
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,1039765
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Departure,International,Scheduled Carriers,737176
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,577923
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Arrival,International,Charter,24
04/18/2018 03:12:41 PM,12/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1703031
04/18/2018 03:12:41 PM,06/01/2006 12:00:00 AM,Departure,Domestic,Charter,600
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Departure,Domestic,Commuter,1567
04/18/2018 03:12:41 PM,08/01/2008 12:00:00 AM,Arrival,International,Scheduled Carriers,819103
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Arrival,International,Charter,5
04/18/2018 03:12:41 PM,01/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,671834
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Departure,Domestic,Charter,567
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Departure,International,Commuter,5341
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Arrival,Domestic,Commuter,168803
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Departure,International,Scheduled Carriers,728470
04/18/2018 03:12:41 PM,08/01/2013 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2283957
04/18/2018 03:12:41 PM,03/01/2017 12:00:00 AM,Arrival,International,Charter,24
04/18/2018 03:12:41 PM,05/01/2015 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2319130
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Departure,Domestic,Commuter,1295
04/18/2018 03:12:41 PM,10/01/2009 12:00:00 AM,Arrival,International,Charter,6036
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Departure,International,Charter,9
04/18/2018 03:12:41 PM,08/01/2012 12:00:00 AM,Departure,Domestic,Charter,263
05/23/2018 07:44:39 AM,04/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2543919
04/18/2018 03:12:41 PM,11/01/2016 12:00:00 AM,Departure,Domestic,Charter,1467
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,01/01/2013 12:00:00 AM,Arrival,Domestic,Commuter,25819
04/18/2018 03:12:41 PM,04/01/2014 12:00:00 AM,Arrival,International,Scheduled Carriers,787972
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Departure,Domestic,Commuter,25934
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2352121
04/18/2018 03:12:41 PM,01/01/2012 12:00:00 AM,Arrival,Domestic,Charter,1111
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1656952
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Departure,International,Scheduled Carriers,1070651
04/18/2018 03:12:41 PM,06/01/2016 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2728966
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Arrival,Domestic,Commuter,26146
04/18/2018 03:12:41 PM,06/01/2008 12:00:00 AM,Departure,Domestic,Commuter,153408
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1701779
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1549714
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1758042
04/18/2018 03:12:41 PM,04/01/2013 12:00:00 AM,Arrival,Domestic,Commuter,19027
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,723027
04/18/2018 03:12:41 PM,08/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,1066533
02/02/2021 08:17:02 AM,12/01/2020 12:00:00 AM,Departure,Domestic,Scheduled Carriers,839055
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Arrival,International,Scheduled Carriers,606061
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1580238
04/18/2018 03:12:41 PM,06/01/2007 12:00:00 AM,Departure,Domestic,Commuter,160245
01/10/2021 06:01:37 AM,11/01/2020 12:00:00 AM,Departure,Domestic,Scheduled Carriers,844961
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1899213
04/18/2018 03:12:41 PM,10/01/2010 12:00:00 AM,Departure,International,Scheduled Carriers,668372
04/18/2018 03:12:41 PM,11/01/2012 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1784339
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,Domestic,Commuter,143525
04/18/2018 03:12:41 PM,07/01/2017 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2834451
04/18/2018 03:12:41 PM,03/01/2016 12:00:00 AM,Departure,Domestic,Charter,190
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Arrival,International,Charter,21
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Arrival,Domestic,Commuter,142908
09/28/2020 04:07:45 PM,08/01/2020 12:00:00 AM,Departure,Domestic,Charter,513
04/18/2018 03:12:41 PM,04/01/2012 12:00:00 AM,Departure,International,Scheduled Carriers,676387
04/18/2018 03:12:41 PM,05/01/2017 12:00:00 AM,Arrival,International,Charter,26
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Departure,International,Scheduled Carriers,748979
07/18/2019 06:18:08 AM,06/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2881061
04/18/2018 03:12:41 PM,11/01/2010 12:00:00 AM,Departure,Domestic,Commuter,62949
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Arrival,Domestic,Charter,5747
04/18/2018 03:12:41 PM,02/01/2010 12:00:00 AM,Arrival,Domestic,Commuter,44729
04/18/2018 03:12:41 PM,02/01/2018 12:00:00 AM,Departure,International,Charter,320
04/18/2018 03:12:41 PM,05/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1883942
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Arrival,International,Commuter,5242
04/18/2018 03:12:41 PM,03/01/2011 12:00:00 AM,Departure,International,Scheduled Carriers,649132
04/18/2018 03:12:41 PM,08/01/2014 12:00:00 AM,Arrival,International,Scheduled Carriers,949836
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Departure,Domestic,Charter,1468
04/18/2018 03:12:41 PM,05/01/2008 12:00:00 AM,Arrival,International,Commuter,5632
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,720743
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1968906
04/18/2018 03:12:41 PM,03/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2093165
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2559984
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Departure,International,Commuter,1265
04/18/2018 03:12:41 PM,01/01/2008 12:00:00 AM,Arrival,Domestic,Charter,789
05/04/2020 06:39:48 AM,03/01/2020 12:00:00 AM,Arrival,International,Charter,168
11/26/2019 01:26:41 PM,10/01/2019 12:00:00 AM,Arrival,International,Charter,8
04/18/2018 03:12:41 PM,11/01/2008 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1424520
04/18/2018 03:12:41 PM,08/01/2006 12:00:00 AM,Arrival,International,Commuter,1001
04/18/2018 03:12:41 PM,06/01/2012 12:00:00 AM,Departure,Domestic,Commuter,142300
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Departure,Domestic,Commuter,1124
04/18/2018 03:12:41 PM,02/01/2012 12:00:00 AM,Departure,Domestic,Commuter,122033
04/18/2018 03:12:41 PM,06/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,07/01/2007 12:00:00 AM,Arrival,Domestic,Charter,1254
04/18/2018 03:12:41 PM,05/01/2014 12:00:00 AM,Arrival,International,Scheduled Carriers,811223
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1675442
09/26/2018 09:27:08 AM,08/01/2018 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2850617
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Departure,Domestic,Commuter,205
04/18/2018 03:12:41 PM,10/01/2014 12:00:00 AM,Departure,Domestic,Commuter,0
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Arrival,International,Charter,21
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,585661
04/18/2018 03:12:41 PM,12/01/2016 12:00:00 AM,Departure,International,Charter,60
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Arrival,Domestic,Charter,803
10/29/2018 10:20:51 AM,03/01/2017 12:00:00 AM,Arrival,International,Scheduled Carriers,931298
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Departure,International,Scheduled Carriers,1109122
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Departure,Domestic,Charter,983
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Arrival,International,Scheduled Carriers,700635
07/16/2018 02:36:06 PM,06/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2758501
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1638140
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Arrival,Domestic,Commuter,137687
04/02/2019 02:27:54 PM,12/01/2018 12:00:00 AM,Departure,International,Scheduled Carriers,1093291
04/18/2018 03:12:41 PM,07/01/2010 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2010929
04/18/2018 03:12:41 PM,04/01/2006 12:00:00 AM,Departure,Domestic,Charter,1200
02/28/2020 08:21:30 AM,01/01/2020 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2304382
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Arrival,International,Charter,175
04/18/2018 03:12:41 PM,06/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,05/01/2010 12:00:00 AM,Departure,Domestic,Commuter,58268
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,46006
04/18/2018 03:12:41 PM,02/01/2007 12:00:00 AM,Departure,Domestic,Charter,294
04/18/2018 03:12:41 PM,09/01/2015 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2143951
12/10/2019 06:01:20 AM,10/01/2019 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2550389
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2343882
04/18/2018 03:12:41 PM,09/01/2016 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2330768
10/29/2018 10:20:51 AM,05/01/2018 12:00:00 AM,Arrival,International,Scheduled Carriers,1054727
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Arrival,International,Scheduled Carriers,785239
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Departure,Domestic,Commuter,58549
04/29/2020 07:14:24 AM,03/01/2020 12:00:00 AM,Departure,International,Scheduled Carriers,440858
10/29/2018 10:20:51 AM,10/01/2016 12:00:00 AM,Arrival,International,Scheduled Carriers,936349
04/18/2018 03:12:41 PM,11/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,679480
01/22/2020 06:57:11 AM,12/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,1021350
04/18/2018 03:12:41 PM,05/01/2013 12:00:00 AM,Arrival,International,Commuter,0
11/10/2019 06:01:31 AM,09/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,1066978
04/18/2018 03:12:41 PM,07/01/2009 12:00:00 AM,Arrival,International,Charter,844
04/18/2018 03:12:41 PM,01/01/2014 12:00:00 AM,Departure,International,Commuter,0
04/18/2018 03:12:41 PM,06/01/2010 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1894245
04/18/2018 03:12:41 PM,07/01/2015 12:00:00 AM,Departure,International,Scheduled Carriers,1021875
04/18/2018 03:12:41 PM,06/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,657528
04/18/2018 03:12:41 PM,04/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1701184
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Arrival,Domestic,Charter,1231
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1261864
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Departure,International,Charter,890
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,674680
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2017640
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Arrival,International,Charter,614
04/18/2018 03:12:41 PM,12/01/2017 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2494814
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Departure,International,Scheduled Carriers,865869
04/18/2018 03:12:41 PM,07/01/2006 12:00:00 AM,Arrival,Domestic,Charter,295
07/10/2019 06:01:27 AM,05/01/2019 12:00:00 AM,Departure,Domestic,Charter,10
04/18/2018 03:12:41 PM,07/01/2014 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2486330
10/29/2018 10:20:51 AM,06/01/2016 12:00:00 AM,Arrival,International,Scheduled Carriers,1019889
04/18/2018 03:12:41 PM,10/01/2011 12:00:00 AM,Arrival,Domestic,Charter,70
04/18/2018 03:12:41 PM,10/01/2013 12:00:00 AM,Departure,Domestic,Commuter,24700
04/18/2018 03:12:41 PM,05/01/2012 12:00:00 AM,Arrival,International,Scheduled Carriers,702448
06/01/2020 07:57:59 AM,04/01/2020 12:00:00 AM,Departure,International,Charter,1900
04/18/2018 03:12:41 PM,12/01/2012 12:00:00 AM,Departure,Domestic,Charter,1344
04/18/2018 03:12:41 PM,04/01/2010 12:00:00 AM,Departure,Domestic,Charter,626
04/18/2018 03:12:41 PM,10/01/2016 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2462316
05/28/2019 06:24:45 AM,04/01/2019 12:00:00 AM,Departure,International,Charter,2
04/18/2018 03:12:41 PM,10/01/2007 12:00:00 AM,Arrival,Domestic,Commuter,168015
04/18/2018 03:12:41 PM,06/01/2015 12:00:00 AM,Arrival,International,Scheduled Carriers,910316
04/18/2018 03:12:41 PM,04/01/2009 12:00:00 AM,Arrival,Domestic,Commuter,141361
04/18/2018 03:12:41 PM,02/01/2013 12:00:00 AM,Arrival,Domestic,Charter,582
12/10/2019 06:01:20 AM,11/01/2019 12:00:00 AM,Arrival,International,Charter,0
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1951478
04/18/2018 03:12:41 PM,08/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,831293
04/18/2018 03:12:41 PM,05/01/2006 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1713427
04/18/2018 03:12:41 PM,10/01/2008 12:00:00 AM,Arrival,International,Commuter,4963
04/18/2018 03:12:41 PM,09/01/2010 12:00:00 AM,Departure,Domestic,Charter,636
01/30/2019 07:34:09 AM,12/01/2018 12:00:00 AM,Departure,Domestic,Charter,461
04/18/2018 03:12:41 PM,11/01/2009 12:00:00 AM,Departure,International,Scheduled Carriers,596407
04/18/2018 03:12:41 PM,08/01/2007 12:00:00 AM,Arrival,International,Charter,6
12/07/2020 01:58:36 PM,09/01/2020 12:00:00 AM,Arrival,Domestic,Charter,848
04/18/2018 03:12:41 PM,03/01/2006 12:00:00 AM,Arrival,International,Commuter,946
10/29/2018 10:20:51 AM,11/01/2016 12:00:00 AM,Arrival,International,Scheduled Carriers,858317
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Departure,Domestic,Scheduled Carriers,2159819
04/18/2018 03:12:41 PM,08/01/2016 12:00:00 AM,Arrival,International,Charter,10
04/18/2018 03:12:41 PM,04/01/2007 12:00:00 AM,Departure,Domestic,Commuter,157908
04/18/2018 03:12:41 PM,01/01/2009 12:00:00 AM,Departure,Domestic,Charter,2298
04/18/2018 03:12:41 PM,11/01/2015 12:00:00 AM,Arrival,Domestic,Charter,1493
04/18/2018 03:12:41 PM,09/01/2007 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1578485
08/21/2018 11:02:45 AM,07/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2907593
04/18/2018 03:12:41 PM,09/01/2014 12:00:00 AM,Departure,International,Scheduled Carriers,762114
04/18/2018 03:12:41 PM,01/01/2015 12:00:00 AM,Arrival,International,Charter,166
04/18/2018 03:12:41 PM,03/01/2008 12:00:00 AM,Departure,International,Charter,782
04/18/2018 03:12:41 PM,12/01/2007 12:00:00 AM,Arrival,International,Charter,250
04/18/2018 03:12:41 PM,09/01/2013 12:00:00 AM,Arrival,International,Commuter,0
04/18/2018 03:12:41 PM,11/01/2011 12:00:00 AM,Arrival,International,Scheduled Carriers,611132
04/18/2018 03:12:41 PM,10/01/2015 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2335786
04/18/2018 03:12:41 PM,03/01/2009 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1561806
04/18/2018 03:12:41 PM,08/01/2010 12:00:00 AM,Departure,Domestic,Commuter,69138
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Departure,International,Scheduled Carriers,970026
10/29/2018 10:20:51 AM,09/01/2018 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,2372255
04/18/2018 03:12:41 PM,10/01/2006 12:00:00 AM,Departure,Domestic,Commuter,168738
10/29/2018 10:20:51 AM,06/01/2018 12:00:00 AM,Arrival,International,Scheduled Carriers,1154807
04/18/2018 03:12:41 PM,07/01/2008 12:00:00 AM,Arrival,International,Commuter,5516
04/18/2018 03:12:41 PM,09/01/2011 12:00:00 AM,Departure,International,Charter,6
04/18/2018 03:12:41 PM,12/01/2015 12:00:00 AM,Arrival,Domestic,Commuter,360
01/02/2020 10:43:42 AM,11/01/2019 12:00:00 AM,Arrival,International,Scheduled Carriers,914598
04/18/2018 03:12:41 PM,06/01/2011 12:00:00 AM,Departure,Domestic,Scheduled Carriers,1968698
04/18/2018 03:12:41 PM,07/01/2012 12:00:00 AM,Arrival,International,Charter,348
04/18/2018 03:12:41 PM,11/01/2006 12:00:00 AM,Arrival,International,Commuter,1377
04/18/2018 03:12:41 PM,02/01/2011 12:00:00 AM,Departure,International,Charter,686
04/18/2018 03:12:41 PM,01/01/2016 12:00:00 AM,Departure,Domestic,Commuter,1228
04/18/2018 03:12:41 PM,02/01/2009 12:00:00 AM,Arrival,Domestic,Scheduled Carriers,1265282
04/18/2018 03:12:41 PM,09/01/2009 12:00:00 AM,Arrival,Domestic,Charter,872
04/18/2018 03:12:41 PM,03/01/2007 12:00:00 AM,Departure,International,Scheduled Carriers,700356
04/18/2018 03:12:41 PM,07/01/2013 12:00:00 AM,Arrival,International,Scheduled Carriers,909411
04/18/2018 03:12:41 PM,05/01/2009 12:00:00 AM,Departure,International,Charter,253
